level,canton,number,abbr_de,abbr_fr,abbr_it,aliases,title_de
federal,,172.081,SpDV,OSLing,OSLing,OSLING|SPDV,"Verordnung vom 14. November 2012 über die Sprachdienste der Bundesverwaltung (Sprachdiensteverordnung, SpDV)"
federal,,172.091,VKP-KMU,OCPPME,OCPPMI,OCPPME|OCPPMI|VKP-KMU,Verordnung vom 8. Dezember 2006 über die Koordination der Politik des Bundes zugunsten der kleinen und mittleren Unternehmen (VKP-KMU)
federal,,172.111,OV-BR,Org CF,OOrg-CF,OORG-CF|ORG CF|OV-BR,Organisationsverordnung für den Bundesrat vom 29. November 2013 (OV-BR)
federal,,172.210.10,OV-BK,Org ChF,OrgCaF,ORG CHF|ORGCAF|OV-BK,Organisationsverordnung vom 29. Oktober 2008 für die Bundeskanzlei (OV-BK)
federal,,172.211.1,OV-EDA,Org DFAE,OOrg-DFAE,OORG-DFAE|ORG DFAE|OV-EDA,Organisationsverordnung vom 20. April 2011 für das Eidgenössische Departement für auswärtige Angelegenheiten (OV-EDA)
federal,,172.212.1,OV-EDI,Org DFI,OOrg-DFI,OORG-DFI|ORG DFI|OV-EDI,Organisationsverordnung vom 28. Juni 2000 für das Eidgenössische Departement des Innern (OV-EDI)
federal,,172.213.1,OV-EJPD,Org DFJP,Org-DFGP,ORG DFJP|ORG-DFGP|OV-EJPD,Organisationsverordnung vom 17. November 1999 für das Eidgenössische Justiz- und Polizeidepartement (OV-EJPD)
federal,,172.214.1,OV-VBS,Org-DDPS,OOrg-DDPS,OORG-DDPS|ORG-DDPS|OV-VBS,"Organisationsverordnung vom 7. März 2003 für das Eidgenössische Departement für Verteidigung, Bevölkerungsschutz und Sport (OV-VBS)"
federal,,172.215.1,OV-EFD,Org DFF,Org-DFF,ORG DFF|ORG-DFF|OV-EFD,Organisationsverordnung vom 17. Februar 2010 für das Eidgenössische Finanzdepartement (OV-EFD)
federal,,172.216.1,OV-WBF,Org DEFR,Org-DEFR,ORG DEFR|ORG-DEFR|OV-WBF,"Organisationsverordnung vom 14. Juni 1999 für das Eidgenössische Departement für Wirtschaft, Bildung und Forschung (OV-WBF)"
federal,,172.217.1,OV-UVEK,Org DETEC,Org-DATEC,ORG DETEC|ORG-DATEC|OV-UVEK,"Organisationsverordnung vom 6. Dezember 1999 für das Eidgenössische Departement für Umwelt, Verkehr, Energie und Kommunikation (OV-UVEK)"
federal,,172.217.2,FDO,OSVo,OSVo,FDO|OSVO,"Verordnung vom 4. Oktober 1999 über den Flugdienst beim Eidgenössischen Departement für Umwelt, Verkehr, Energie und Kommunikation (Flugdienstordnung, FDO)"
federal,,172.220.1,BPG,LPers,LPers,BPG|LPERS,Bundespersonalgesetz vom 24. März 2000 (BPG)
federal,,172.220.111.3,BPV,OPers,OPers,BPV|OPERS,Bundespersonalverordnung vom 3. Juli 2001 (BPV)
federal,,172.220.111.31,VBPV,O-OPers,O-OPers,O-OPERS|VBPV,Verordnung des EFD vom 6. Dezember 2001 zur Bundespersonalverordnung (VBPV)
federal,,172.220.111.310.2,V Mil Pers,OPersMil,OPers mil,OPERS MIL|OPERSMIL|V MIL PERS,Verordnung des VBS vom 26. November 2024 über das militärische Personal (V Mil Pers)
federal,,172.220.111.343.3,VBPV-EDA,O-OPers-DFAE,O-OPers-DFAE,O-OPERS-DFAE|VBPV-EDA,Verordnung des EDA vom 20. September 2002 zur Bundespersonalverordnung (VBPV-EDA)
federal,,172.220.111.35,VPABP,ORCPP,OPPCPers,OPPCPERS|ORCPP|VPABP,Verordnung vom 20. Februar 2013 über die Pensionierung von Angehörigen der besonderen Personalkategorien (VPABP)
federal,,172.220.111.4,BPDV,OPDC,OPDPers,BPDV|OPDC|OPDPERS,Verordnung vom 22. November 2017 über den Schutz von Personendaten des Bundespersonals (BPDV)
federal,,172.220.111.9,PVFMH,OPers-PDHH,OPers-PRA,OPERS-PDHH|OPERS-PRA|PVFMH,"Verordnung vom 2. Dezember 2005 über das Personal für die Friedensförderung, die Stärkung der Menschenrechte und die humanitäre Hilfe (PVFMH)"
federal,,172.220.111.91,PVFMH-VBS,OPers-PDHH-DDPS,OPers-PRA-DDPS,OPERS-PDHH-DDPS|OPERS-PRA-DDPS|PVFMH-VBS,"Verordnung des VBS vom 30. November 2017 über das Personal für die Friedensförderung, die Stärkung der Menschenrechte und die humanitäre Hilfe (PVFMH-VBS)"
federal,,172.220.113,PVO-ETH,OPers-EPF,OPers PF,OPERS PF|OPERS-EPF|PVO-ETH,"Verordnung des ETH-Rates vom 15. März 2001 über das Personal im Bereich der Eidgenössischen Technischen Hochschulen (Personalverordnung ETH-Bereich, PVO-ETH)"
federal,,172.220.113.42,PDV-ETH,OPD-EPF,OPDP-PF,OPD-EPF|OPDP-PF|PDV-ETH,"Verordnung des ETH-Rates vom 8. Dezember 2022 über den Schutz von Personendaten des Personals im ETH-Bereich (Personendatenschutzverordnung ETH-Bereich, PDV-ETH)"
federal,,172.220.114,PVBger,OPersTF,OPersTF,OPERSTF|PVBGER,Personalverordnung des Bundesgerichts vom 27. August 2001 (PVBger)
federal,,172.220.117,PVGer,OPersT,OPersT,OPERST|PVGER,"Verordnung vom 26. September 2003 über die Arbeitsverhältnisse des Personals des Bundesstrafgerichts, des Bundesverwaltungsgerichts und des Bundespatentgerichts (PVGer)"
federal,,172.220.141,VPOB,OOPC,OOPC,OOPC|VPOB,Verordnung vom 2. Mai 2007 über das paritätische Organ des Vorsorgewerks Bund (VPOB)
federal,,172.220.141.1,VRAB,RPEC,RPIC,RPEC|RPIC|VRAB,Vorsorgereglement vom 15. Juni 2007 für die Angestellten und die Rentenbeziehenden des Vorsorgewerks Bund (VRAB)
federal,,172.220.141.2,VRHB,RPBC,RPBC,RPBC|VRHB,Vorsorgereglement vom 6. Dezember 2011 für die Honorarbeziehenden im Vorsorgewerk Bund (VRHB) 
federal,,172.220.142,VPO ETH,OOP EPF,OOP-PF,OOP EPF|OOP-PF|VPO ETH,Verordnung vom 4. Juli 2007 über das paritätische Organ des Vorsorgewerks ETH-Bereich (VPO-ETH)
federal,,172.220.142.1,VR-ETH 1,RP-EPF 1,RP-PF 1,RP-EPF 1|RP-PF 1|VR-ETH 1,Vorsorgereglement vom 3. Dezember 2007 des Vorsorgewerks ETH-Bereich für die Mitarbeiterinnen und Mitarbeiter des ETH-Bereichs (VR-ETH 1)
federal,,172.220.142.2,VR-ETH 2,RP-EPF 2,RP-PF 2,RP-EPF 2|RP-PF 2|VR-ETH 2,Vorsorgereglement vom 3. Dezember 2007 des Vorsorgewerks ETH-Bereich für die Professorinnen und Professoren der ETH (VR-ETH 2)
federal,,172.220.143.1,VR-Swissmedic,RP-Swissmedic,RP-Swissmedic,RP-SWISSMEDIC|VR-SWISSMEDIC,Vorsorgereglement vom 16. Mai 2023 für die Angestellten und die Rentenbeziehenden des Vorsorgewerks Swissmedic (VR-Swissmedic)
federal,,172.220.143.2,VR-IGE,RP-IPI,RP-IPI,RP-IPI|VR-IGE,Vorsorgereglement vom 21. November 2007 für die Angestellten und die Rentenbeziehenden des Vorsorgewerks des Eidgenössischen Instituts für Geistiges Eigentum (IGE) (VR-IGE) 
federal,,172.220.143.3,VR-RAB,RP-ASR,RP-ASR,RP-ASR|VR-RAB,Vorsorgereglement vom 20. November 2007 für die Angestellten und die Rentenbeziehenden des Vorsorgewerks der Eidgenössischen Revisionsaufsichtsbehörde (RAB) (VR-RAB) 
federal,,172.220.143.4,VR-EHB,RP-IFFP,RP-IUFFP,RP-IFFP|RP-IUFFP|VR-EHB,Vorsorgereglement vom 20. November 2007 für die Angestellten und die Rentenbeziehenden des Vorsorgewerks des Eidgenössischen Hochschulinstituts für Berufsbildung EHB (VR-EHB) 
federal,,172.220.143.5,VR-FINMA,RP-FINMA,RP-FINMA,RP-FINMA|VR-FINMA,Vorsorgereglement vom 12. Dezember 2008 für die Angestellten und die Rentenbeziehenden des Vorsorgewerks der Eidgenössischen Finanzmarktaufsicht FINMA (VR-FINMA)
federal,,172.220.143.6,VR-ENSI,RP-IFSN,RP-IFSN,RP-IFSN|VR-ENSI,Vorsorgereglement vom 29. Oktober 2008 für die Angestellten und die Rentenbeziehenden des Vorsorgewerks des Eidgenössischen Nuklearsicherheitsinspektorats (ENSI) (VR-ENSI) 
federal,,172.220.143.7,VR-PUBLICA,RP-PUBLICA,RP-PUBLICA,RP-PUBLICA|VR-PUBLICA,Vorsorgereglement vom 27. November 2008 für die Angestellten und die Rentenbeziehenden des Vorsorgewerks PUBLICA (VR-PUBLICA) 
federal,,172.220.143.8,VR-SNM,RP-MNS,RP-MNS,RP-MNS|VR-SNM,Vorsorgereglement vom 25. Mai 2023 für die Angestellten und die Rentenbeziehenden des Vorsorgewerks des Schweizerischen Nationalmuseums (SNM) (VR-SNM)
federal,,172.220.143.9,VR-METAS,RP-METAS,RP-METAS,RP-METAS|VR-METAS,Vorsorgereglement vom 17. September 2012 für die Angestellten und die Rentenbeziehenden im Vorsorgewerk METAS (VR-METAS) 
federal,,172.222.023,VUFB,OFSPers,OFSPers,OFSPERS|VUFB,Verordnung vom 18. Dezember 2002 über den Unterstützungsfonds für das Bundespersonal (VUFB)
federal,,172.222.1,,LPublica,,LPUBLICA,Bundesgesetz vom 20. Dezember 2006 über die Pensionskasse des Bundes (Publica-Gesetz)
federal,,172.327.11,V-Schliko-ETH,OCommcon-EPF,O CommConc PF,O COMMCONC PF|OCOMMCON-EPF|V-SCHLIKO-ETH,Verordnung des ETH-Rates vom 12. Dezember 2019 über die Organisation der Schlichtungskommission gemäss Gleichstellungsgesetz für den ETH-Bereich (V-Schliko-ETH)
federal,,173.110,BGG,LTF,LTF,BGG|LTF,"Bundesgesetz vom 17. Juni 2005 über das Bundesgericht (Bundesgerichtsgesetz, BGG)"
federal,,173.110.131,BGerR,RTF,RTF,BGERR|RTF,Reglement vom 20. November 2006 für das Bundesgericht (BGerR)
federal,,173.110.132,AufRBGer,RSTF,RVTF,AUFRBGER|RSTF|RVTF,"Reglement des Bundesgerichts vom 11. September 2006 betreffend die Aufsicht über das Bundesstrafgericht, das Bundesverwaltungsgericht und das Bundespatentgericht (Aufsichtsreglement des Bundesgerichts, AufRBGer)"
federal,,173.110.29,ReRBGer,RCETF,RCETF,RCETF|RERBGER,Reglement des Bundesgerichts vom 20. Februar 2017 über den elektronischen Rechtsverkehr mit Parteien und Vorinstanzen (ReRBGer) 
federal,,173.32,VGG,LTAF,LTAF,LTAF|VGG,"Bundesgesetz vom 17. Juni 2005 über das Bundesverwaltungsgericht (Verwaltungsgerichtsgesetz, VGG)"
federal,,173.320.1,VGR,RTAF,RTAF,RTAF|VGR,Geschäftsreglement vom 17. April 2008 für das Bundesverwaltungsgericht (VGR)
federal,,173.320.2,VGKE,FITAF,TS-TAF,FITAF|TS-TAF|VGKE,Reglement vom 21. Februar 2008 über die Kosten und Entschädigungen vor dem Bundesverwaltungsgericht (VGKE)
federal,,173.320.3,GebR-BVGer,REmol-TAF,TA-TAF,GEBR-BVGER|REMOL-TAF|TA-TAF,Reglement vom 21. Februar 2008 über die Verwaltungsgebühren des Bundesverwaltungsgerichts (GebR-BVGer)
federal,,173.320.6,ERV-BVGer,CE-TAF,CE-TAF,CE-TAF|ERV-BVGER,Ausführungsreglement vom 16. Juni 2020 des Bundesverwaltungsgerichts über den elektronischen Rechtsverkehr mit Parteien (ERV-BVGer)
federal,,173.41,PatGG,LTFB,LTFB,LTFB|PATGG,"Bundesgesetz vom 20. März 2009 über das Bundespatentgericht (Patentgerichtsgesetz, PatGG)"
federal,,173.413.1,GR-PatGer,RTFB,RTFB,GR-PATGER|RTFB,Geschäftsreglement vom 28. September 2011 für das Bundespatentgericht (GR-PatGer)
federal,,173.413.2,KR-PatGer,FP-TFB,SpG-TFB,FP-TFB|KR-PATGER|SPG-TFB,Reglement vom 28. September 2011 über die Prozesskosten beim Bundespatentgericht (KR-PatGer)
federal,,173.413.3,GebR-PatGer,REmol-TFB,TA-TFB,GEBR-PATGER|REMOL-TFB|TA-TFB,Reglement vom 28. September 2011 über die Verwaltungsgebühren des Bundespatentgerichts (GebR-PatGer)
federal,,173.413.4,IR-PatGer,RInfo-TFB,RInfo-TFB,IR-PATGER|RINFO-TFB,Informationsreglement vom 28. September 2011 für das Bundespatentgericht (IR-PatGer)
federal,,173.71,StBOG,LOAP,LOAP,LOAP|STBOG,"Bundesgesetz vom 19. März 2010 über die Organisation der Strafbehörden des Bundes (Strafbehördenorganisationsgesetz, StBOG)"
federal,,173.713.151,BStGerNR,RAATPF,ROATPF,BSTGERNR|RAATPF|ROATPF,"Reglement des Bundesstrafgerichts vom 28. September 2010 über die Nebenbeschäftigungen und öffentlichen Ämter seiner Mitglieder (Nebenbeschäftigungsreglement Bundesstrafgericht, BStGerNR)"
federal,,173.713.161,BStGerOR,ROTPF,ROTPF,BSTGEROR|ROTPF,"Organisationsreglement vom 31. August 2010 für das Bundesstrafgericht (Organisationsreglement BStGer, BStGerOR)"
federal,,173.713.162,BStKR,RFPPF,RSPPF,BSTKR|RFPPF|RSPPF,"Reglement des Bundesstrafgerichts vom 31. August 2010 über die Kosten, Gebühren und Entschädigungen in Bundesstrafverfahren (BStKR)"
federal,,191.11,GebV-EDA,OEmol-DFAE,OEm-DFAE,GEBV-EDA|OEM-DFAE|OEMOL-DFAE,"Verordnung vom 7. Oktober 2015 über die Gebühren des Eidgenössischen Departements für auswärtige Angelegenheiten (Gebührenverordnung EDA, GebV-EDA)"
federal,,192.12,GSG,LEH,LSO,GSG|LEH|LSO,"Bundesgesetz vom 22. Juni 2007 über die von der Schweiz als Gaststaat gewährten Vorrechte, Immunitäten und Erleichterungen sowie finanziellen Beiträge (Gaststaatgesetz, GSG)"
federal,,192.121,V-GSG,OLEH,OSOsp,OLEH|OSOSP|V-GSG,"Verordnung vom 7. Dezember 2007 zum Bundesgesetz über die von der Schweiz als Gaststaat gewährten Vorrechte, Immunitäten und Erleichterungen sowie finanziellen Beiträge (Gaststaatverordnung, V-GSG)"
federal,,192.126,PHV,ODPr,ODPr,ODPR|PHV,"Verordnung vom 6. Juni 2011 über die Einreise-, Aufenthalts- und Arbeitsbedingungen der privaten Hausangestellten von Personen, die Vorrechte, Immunitäten und Erleichterungen geniessen (Verordnung über die privaten Hausangestellten, PHV)"
federal,,195.1,ASG,LSEtr,LSEst,ASG|LSEST|LSETR,"Bundesgesetz vom 26. September 2014 über Schweizer Personen und Institutionen im Ausland (Auslandschweizergesetz, ASG)"
federal,,195.11,V-ASG,OSEtr,OSEst,OSEST|OSETR|V-ASG,"Verordnung vom 7. Oktober 2015 über Schweizer Personen und Institutionen im Ausland (Auslandschweizerverordnung, V-ASG)"
federal,,196.1,SRVG,LVP,LPV,LPV|LVP|SRVG,Bundesgesetz vom 18. Dezember 2015 über die Sperrung und die Rückerstattung unrechtmässig erworbener Vermögenswerte ausländischer politisch exponierter Personen (SRVG)
federal,,210,ZGB,CC,CC,CC|ZGB,Schweizerisches Zivilgesetzbuch vom 10. Dezember 1907
federal,,211.112.2,ZStV,OEC,OSC,OEC|OSC|ZSTV,Zivilstandsverordnung vom 28. April 2004 (ZStV) 
federal,,211.214.32,InkHV,OAiR,OAInc,INKHV|OAINC|OAIR,"Verordnung vom 6. Dezember 2019 über die Inkassohilfe bei familienrechtlichen Unterhaltsansprüchen (Inkassohilfeverordnung, InkHV)"
federal,,211.221.31,BG-HAÜ,LF-CLaH,LF-CAA,BG-HAÜ|LF-CAA|LF-CLAH,Bundesgesetz vom 22. Juni 2001 zum Haager Adoptionsübereinkommen und über Massnahmen zum Schutz des Kindes bei internationalen Adoptionen (BG-HAÜ)
federal,,211.221.36,AdoV,OAdo,OAdoz,ADOV|OADO|OADOZ,"Verordnung vom 29. Juni 2011 über die Adoption (Adoptionsverordnung, AdoV)"
federal,,211.222.32,BG-KKE,LF-EEA,LF-RMA,BG-KKE|LF-EEA|LF-RMA,Bundesgesetz vom 21. Dezember 2007 über internationale Kindesentführung und die Haager Übereinkommen zum Schutz von Kindern und Erwachsenen (BG-KKE)
federal,,211.222.338,PAVO,OPE,OAMin,OAMIN|OPE|PAVO,"Verordnung vom 19. Oktober 1977 über die Aufnahme von Pflegekindern (Pflegekinderverordnung, PAVO)"
federal,,211.223.11,VBVV,OGPCT,OABCT,OABCT|OGPCT|VBVV,Verordnung vom 23. August 2023 über die Vermögensverwaltung im Rahmen einer Beistandschaft oder Vormundschaft (VBVV)
federal,,211.223.13,AFZFG,LMCFA,LMCCE,AFZFG|LMCCE|LMCFA,Bundesgesetz vom 30. September 2016 über die Aufarbeitung der fürsorgerischen Zwangsmassnahmen und Fremdplatzierungen vor 1981 (AFZFG)
federal,,211.223.131,AFZFV,OMCFA,OMCCE,AFZFV|OMCCE|OMCFA,Verordnung vom 15. Februar 2017 zum Bundesgesetz über die Aufarbeitung der fürsorgerischen Zwangsmassnahmen und Fremdplatzierungen vor 1981 (AFZFV)
federal,,211.231,PartG,LPart,LUD,LPART|LUD|PARTG,"Bundesgesetz vom 18. Juni 2004 über die eingetragene Partnerschaft gleichgeschlechtlicher Paare (Partnerschaftsgesetz, PartG)"
federal,,211.412.11,BGBB,LDFR,LDFR,BGBB|LDFR,Bundesgesetz vom 4. Oktober 1991 über das bäuerliche Bodenrecht (BGBB)
federal,,211.412.110,VBB,ODFR,ODFR,ODFR|VBB,Verordnung vom 4. Oktober 1993 über das bäuerliche Bodenrecht (VBB) 
federal,,211.412.41,BewG,LFAIE,LAFE,BEWG|LAFE|LFAIE,Bundesgesetz vom 16. Dezember 1983 über den Erwerb von Grundstücken durch Personen im Ausland (BewG)
federal,,211.412.411,BewV,OAIE,OAFE,BEWV|OAFE|OAIE,Verordnung vom 1. Oktober 1984 über den Erwerb von Grundstücken durch Personen im Ausland (BewV)
federal,,211.413.1,EigVV,OIPR,RIPP,EIGVV|OIPR|RIPP,Verordnung vom 19. Dezember 1910 betreffend die Eintragung der Eigentumsvorbehalte
federal,,211.423.1,VPV,OEnB,RPB,OENB|RPB|VPV,Verordnung vom 30. Oktober 1917 betreffend die Viehverpfändung
federal,,211.423.4,PfG,LLG,LOF,LLG|LOF|PFG,Pfandbriefgesetz vom 25. Juni 1930 (PfG)
federal,,211.423.41,PfV,OLG,OOF,OLG|OOF|PFV,Pfandbriefverordnung vom 23. Januar 1931 (PfV)
federal,,211.432.1,GBV,ORF,ORF,GBV|ORF,Grundbuchverordnung vom 23. September 2011 (GBV)
federal,,211.432.11,TGBV,OTRF,OTRF,OTRF|TGBV,Technische Verordnung des EJPD und des VBS vom 28. Dezember 2012 über das Grundbuch (TGBV)
federal,,211.432.2,VAV,OMO,OMU,OMO|OMU|VAV,Verordnung vom 18. November 1992 über die amtliche Vermessung (VAV)
federal,,211.432.21,VAV-VBS,OMO-DDPS,OMU-DDPS,OMO-DDPS|OMU-DDPS|VAV-VBS,Verordnung des VBS vom 24. August 2023 über die amtliche Vermessung (VAV-VBS)
federal,,211.432.261,GeomV,OGéom,Ogeom,GEOMV|OGEOM|OGÉOM,"Verordnung vom 21. Mai 2008 über die Ingenieur-Geometerinnen und Ingenieur-Geometer (Geometerverordnung, GeomV)"
federal,,211.435.1,EÖBV,OAAE,OAPuE,EÖBV|OAAE|OAPUE,Verordnung vom 8. Dezember 2017 über die Erstellung elektronischer öffentlicher Urkunden und elektronischer Beglaubigungen (EÖBV)
federal,,211.435.11,EÖBV-EJPD,OAAE-DFJP,OAPuE-DFGP,EÖBV-EJPD|OAAE-DFJP|OAPUE-DFGP,Verordnung des EJPD vom 8. Dezember 2017 über die Erstellung elektronischer öffentlicher Urkunden und elektronischer Beglaubigungen (EÖBV-EJPD)
federal,,220,OR,CO,CO,CO|OR,Bundesgesetz vom 30. März 1911 betreffend die Ergänzung des Schweizerischen Zivilgesetzbuches (Fünfter Teil: Obligationenrecht)
federal,,221.112.944,PrHG,LRFP,LRDP,LRDP|LRFP|PRHG,"Bundesgesetz vom 18. Juni 1993 über die Produktehaftpflicht (Produktehaftpflichtgesetz, PrHG)"
federal,,221.213.11,VMWG,OBLF,OLAL,OBLF|OLAL|VMWG,Verordnung vom 9. Mai 1990 über die Miete und Pacht von Wohn- und Geschäftsräumen (VMWG)
federal,,221.213.151,VRA,OCBD,OCQO,OCBD|OCQO|VRA,Verordnung vom 31. Januar 1996 über Rahmenmietverträge und deren Allgemeinverbindlicherklärung (VRA)
federal,,221.213.2,LPG,LBFA,LAAgr,LAAGR|LBFA|LPG,Bundesgesetz vom 4. Oktober 1985 über die landwirtschaftliche Pacht (LPG)
federal,,221.214.1,KKG,LCC,LCC,KKG|LCC,Bundesgesetz vom 23. März 2001 über den Konsumkredit (KKG)
federal,,221.214.11,VKKG,OLCC,OLCC,OLCC|VKKG,Verordnung vom 6. November 2002 zum Konsumkreditgesetz (VKKG)
federal,,221.215.311,AVEG,LECCT,LOCCL,AVEG|LECCT|LOCCL,Bundesgesetz vom 28. September 1956 über die Allgemeinverbindlicherklärung von Gesamtarbeitsverträgen (AVEG)
federal,,221.229.1,VVG,LCA,LCA,LCA|VVG,"Bundesgesetz vom 2. April 1908 über den Versicherungsvertrag (Versicherungsvertragsgesetz, VVG)"
federal,,221.301,FusG,LFus,LFus,FUSG|LFUS,"Bundesgesetz vom 3. Oktober 2003 über Fusion, Spaltung, Umwandlung und Vermögensübertragung (Fusionsgesetz, FusG)"
federal,,221.302,RAG,LSR,LSR,LSR|RAG,"Bundesgesetz vom 16. Dezember 2005 über die Zulassung und Beaufsichtigung der Revisorinnen und Revisoren (Revisionsaufsichtsgesetz, RAG)"
federal,,221.302.3,RAV,OSRev,OSRev,OSREV|RAV,"Verordnung vom 22. August 2007 über die Zulassung und Beaufsichtigung der Revisorinnen und Revisoren (Revisionsaufsichtsverordnung, RAV)"
federal,,221.302.32,DV-RAB,OD-ASR,OD-ASR,DV-RAB|OD-ASR,"Verordnung der Eidgenössischen Revisionsaufsichtsbehörde vom 14. November 2008 über den elektronischen Zugriff auf die nicht öffentlich zugänglichen Daten (Datenverordnung RAB, DV-RAB)"
federal,,221.302.33,ASV-RAB,OSur-ASR,OS-ASR,ASV-RAB|OS-ASR|OSUR-ASR,"Verordnung der Eidgenössischen Revisionsaufsichtsbehörde vom 17. März 2008 über die Beaufsichtigung von Revisionsunternehmen (Aufsichtsverordnung RAB, ASV-RAB)"
federal,,221.302.34,BekV-RAB,ONo-ASR,OC-ASR,BEKV-RAB|OC-ASR|ONO-ASR,"Verordnung vom 23. August 2017 der Eidgenössischen Revisionsaufsichtsbehörde über die Bekanntmachung der fehlenden staatlichen Beaufsichtigung von Revisionsunternehmen ausländischer Anleihensemittenten (Bekanntmachungsverordnung RAB, BekV-RAB)"
federal,,221.331,VegüV,ORAb,OReSA,ORAB|ORESA|VEGÜV,Verordnung vom 20. November 2013 gegen übermässige Vergütungen bei börsenkotierten Aktiengesellschaften (VegüV)
federal,,221.411,HRegV,ORC,ORC,HREGV|ORC,Handelsregisterverordnung vom 17. Oktober 2007 (HRegV)
federal,,221.411.1,GebV-HReg,OEmol-RC,OEmol-RC,GEBV-HREG|OEMOL-RC,Verordnung vom 6. März 2020 über die Gebühren für das Handelsregister (GebV-HReg)
federal,,221.431,GeBüV,Olico,Olc,GEBÜV|OLC|OLICO,Verordnung vom 24. April 2002 über die Führung und Aufbewahrung der Geschäftsbücher (Geschäftsbücherverordnung; GeBüV)
federal,,221.432,VASR,ONCR,ONCR,ONCR|VASR,Verordnung vom 21. November 2012 über die anerkannten Standards zur Rechnungslegung (VASR)
federal,,221.433,VSoTr,ODiTr,ODiT,ODIT|ODITR|VSOTR,Verordnung vom 3. Dezember 2021 über Sorgfaltspflichten und Transparenz bezüglich Mineralien und Metallen aus Konfliktgebieten und Kinderarbeit (VSoTr)
federal,,231.1,URG,LDA,LDA,LDA|URG,"Bundesgesetz vom 9. Oktober 1992 über das Urheberrecht und verwandte Schutzrechte (Urheberrechtsgesetz, URG)"
federal,,231.11,URV,ODAu,ODAu,ODAU|URV,"Verordnung vom 26. April 1993 über das Urheberrecht und verwandte Schutzrechte (Urheberrechtsverordnung, URV)"
federal,,231.2,ToG,LTo,LTo,LTO|TOG,"Bundesgesetz vom 9. Oktober 1992 über den Schutz von Topographien von Halbleitererzeugnissen (Topographiengesetz, ToG)"
federal,,231.21,ToV,OTo,OTo,OTO|TOV,"Verordnung vom 26. April 1993 über den Schutz von Topographien von Halbleitererzeugnissen (Topographienverordnung, ToV)"
federal,,232.11,MSchG,LPM,LPM,LPM|MSCHG,"Bundesgesetz vom 28. August 1992 über den Schutz von Marken und Herkunftsangaben (Markenschutzgesetz, MSchG)"
federal,,232.111,MSchV,OPM,OPM,MSCHV|OPM,Verordnung vom 23. Dezember 1992 über den Schutz von Marken und Herkunftsangaben (MSchV)
federal,,232.112.1,HasLV,OIPSD,OIPSDA,HASLV|OIPSD|OIPSDA,Verordnung vom 2. September 2015 über die Verwendung von schweizerischen Herkunftsangaben für Lebensmittel (HasLV)
federal,,232.112.11,HasLV-WBF,OIPSD-DEFR,OIPSDA-DEFR,HASLV-WBF|OIPSD-DEFR|OIPSDA-DEFR,Verordnung des WBF vom 15. November 2016 über die Verwendung von schweizerischen Herkunftsangaben für Lebensmittel (HasLV-WBF)
federal,,232.12,DesG,LDes,LDes,DESG|LDES,"Bundesgesetz vom 5. Oktober 2001 über den Schutz von Design (Designgesetz, DesG)"
